method_id	referenceid	criteria	probe_concentration	probeid	name_show	type	cpid	name_competitor	cell_id	experiment_method	Quantitative Method	cp_concentration	remark
LDD1378	REF000131	Quantification: Probe vs (Probe+Competitor)	100 uM	LDPC0032	IA-alkyne	ABPP Probe	LDCM0566	Fragment4	LDCLL0021	.	Isotope tag	250 uM	.
LDD1379	REF000131	Quantification: Probe vs (Probe+Competitor)	100 uM	LDPC0032	IA-alkyne	ABPP Probe	LDCM0566	Fragment4	LDCLL0042	.	Isotope tag	250 uM	.
LDD2184	REF000029	Quantification: Probe vs (Probe+Competitor)	100 uM	LDPC0032	IA-alkyne	ABPP Probe	LDCM0566	Fragment4	LDCLL0042	DIA-ABPP	Isotope tag	250 uM	.
LDD1461	REF000131	Quantification: Probe vs (Probe+Competitor)	100 uM	LDPC0032	IA-alkyne	ABPP Probe	LDCM0566	Fragment4	LDCLC0021	.	Isotope tag	100 uM	.
LDD0314	REF000007	Quantification: Probe vs (Probe+Competitor)	100 uM	LDPC0027	TFBX	ABPP Probe	LDCM0563	Abegg_cp(+)-11	LDCLL0015	.	LFQ	30 uM	.
LDD0313	REF000007	Quantification: Probe vs (Probe+Competitor)	100 uM	LDPC0027	TFBX	ABPP Probe	LDCM0562	Abegg_cp(-)-11	LDCLL0015	.	LFQ	30 uM	.
LDD0312	REF000007	Quantification: Probe vs (Probe+Competitor)	100 uM	LDPC0027	TFBX	ABPP Probe	LDCM0561	Abegg_cp(-)-10	LDCLL0015	.	LFQ	30 uM	.
LDD0311	REF000007	Quantification: Probe vs (Probe+Competitor)	100 uM	LDPC0005	IPM	ABPP Probe	LDCM0561	Abegg_cp(-)-10	LDCLL0015	.	LFQ	30 uM	.
LDD2153	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0559	Nucleophilic fragment 9b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2152	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0558	2-Cyano-N-phenylacetamide	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2151	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0557	Nucleophilic fragment 8b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2150	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0556	Nucleophilic fragment 8a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2149	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0555	Nucleophilic fragment 7b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2148	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0554	Nucleophilic fragment 7a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2147	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0553	Nucleophilic fragment 6b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2146	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0552	Nucleophilic fragment 6a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2145	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0551	Nucleophilic fragment 5b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2144	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0550	Nucleophilic fragment 5a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2143	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0549	Nucleophilic fragment 43	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2142	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0548	1-(4-(Benzo[d][1,3]dioxol-5-ylmethyl)piperazin-1-yl)-2-nitroethan-1-one	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2141	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0547	Nucleophilic fragment 41	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2140	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0546	Nucleophilic fragment 40	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2170	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0545	Acetamide	LDCLL0021	ISO-TOP ABPP	Isotope tag	2 mM	.
LDD2138	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0545	Acetamide	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2137	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0544	Nucleophilic fragment 39	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2136	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0543	Nucleophilic fragment 38	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2135	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0542	Nucleophilic fragment 37	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2134	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0541	Nucleophilic fragment 36	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2133	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0540	Nucleophilic fragment 35	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2132	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0539	3-(4-Isopropylpiperazin-1-yl)-3-oxopropanenitrile	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2131	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0538	4-(Cyanoacetyl)morpholine	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2130	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0537	2-Cyano-N,N-dimethylacetamide	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2129	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0536	Nucleophilic fragment 31	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2128	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0535	Nucleophilic fragment 30b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2127	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0534	Nucleophilic fragment 30a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2126	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0533	Nucleophilic fragment 29b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2125	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0532	Nucleophilic fragment 29a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2124	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0531	Nucleophilic fragment 28b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2123	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0530	Nucleophilic fragment 28a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2122	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0529	Nucleophilic fragment 27b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2121	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0528	N-(4-bromophenyl)-2-cyano-N-phenylacetamide	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2120	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0527	Nucleophilic fragment 26b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2119	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0526	Nucleophilic fragment 26a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2118	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0525	Nucleophilic fragment 25b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2117	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0524	2-Cyano-N-(2-morpholin-4-yl-ethyl)-acetamide	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2116	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0523	Nucleophilic fragment 24b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2115	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0522	Nucleophilic fragment 24a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2114	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0521	Nucleophilic fragment 23b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2113	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0520	AKOS000195272	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2112	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0519	1-(6-methoxy-3,4-dihydroquinolin-1(2H)-yl)-2-nitroethan-1-one	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2111	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0518	Nucleophilic fragment 22a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2110	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0517	Nucleophilic fragment 21b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2109	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0516	Nucleophilic fragment 21a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2108	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0515	Nucleophilic fragment 20b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2107	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0514	Nucleophilic fragment 20a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2106	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0513	Nucleophilic fragment 19b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2105	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0512	Nucleophilic fragment 19a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2104	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0511	Nucleophilic fragment 18b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2103	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0510	3-(4-(Hydroxydiphenylmethyl)piperidin-1-yl)-3-oxopropanenitrile	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2102	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0509	N-(4-bromo-3,5-dimethylphenyl)-2-nitroacetamide	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2101	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0508	Nucleophilic fragment 17a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2100	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0507	Nucleophilic fragment 16b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2099	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0506	Nucleophilic fragment 16a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2098	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0505	Nucleophilic fragment 15b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2097	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0504	Nucleophilic fragment 15a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2096	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0503	Nucleophilic fragment 14b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2095	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0502	1-(Cyanoacetyl)piperidine	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2094	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0501	Nucleophilic fragment 13b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2093	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0500	Nucleophilic fragment 13a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2092	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0499	Nucleophilic fragment 12b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2091	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0498	BS-3668	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2090	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0497	Nucleophilic fragment 11b	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD2089	REF000134	Quantification: Probe vs (Probe+Competitor)	5 mM	LDPC0004	BTD	ABPP Probe	LDCM0496	Nucleophilic fragment 11a	LDCLL0021	ISO-TOP ABPP	Isotope tag	0.5 mM	.
LDD1698	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0495	E2913	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD1697	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0494	CL99	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0811	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0494	CL99	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1092	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0494	CL99	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1373	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0494	CL99	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1696	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0493	CL98	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0810	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0493	CL98	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1091	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0493	CL98	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1372	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0493	CL98	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1695	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0492	CL97	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0809	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0492	CL97	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1090	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0492	CL97	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1371	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0492	CL97	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1694	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0491	CL96	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0808	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0491	CL96	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1089	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0491	CL96	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1370	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0491	CL96	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1693	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0490	CL95	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0807	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0490	CL95	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1088	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0490	CL95	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1369	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0490	CL95	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1692	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0489	CL94	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0806	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0489	CL94	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1087	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0489	CL94	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1368	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0489	CL94	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1691	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0488	CL93	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0805	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0488	CL93	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1086	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0488	CL93	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1367	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0488	CL93	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1690	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0487	CL92	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0804	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0487	CL92	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1085	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0487	CL92	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1366	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0487	CL92	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1689	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0486	CL91	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0803	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0486	CL91	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1084	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0486	CL91	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1365	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0486	CL91	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1688	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0485	CL90	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0802	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0485	CL90	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1083	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0485	CL90	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1364	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0485	CL90	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1687	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0484	CL9	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0801	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0484	CL9	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1082	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0484	CL9	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1363	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0484	CL9	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1686	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0483	CL89	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0800	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0483	CL89	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1081	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0483	CL89	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1362	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0483	CL89	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1685	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0482	CL88	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0799	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0482	CL88	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1080	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0482	CL88	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1361	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0482	CL88	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1684	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0481	CL87	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0798	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0481	CL87	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1079	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0481	CL87	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1360	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0481	CL87	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1683	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0480	CL86	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0797	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0480	CL86	LDCLL0031	SLC ABPP	TMT	25 uM	.
